Time_Window,Generated_Packets,Received_Packets,Instantaneous_PDR,Flow_ID,File_Path
2000.7-2001.7,122,190,1.5573770491803278,Flow_Node0-Node8,/home/pathey/Workspace/665/665-copy-project-7/Results/phase1_daisy_1000m_mcs1_2Mbps/Flow_Node0-Node8.csv
2001.7-2002.7,122,122,1.0,Flow_Node0-Node8,/home/pathey/Workspace/665/665-copy-project-7/Results/phase1_daisy_1000m_mcs1_2Mbps/Flow_Node0-Node8.csv
2002.7-2003.7,122,122,1.0,Flow_Node0-Node8,/home/pathey/Workspace/665/665-copy-project-7/Results/phase1_daisy_1000m_mcs1_2Mbps/Flow_Node0-Node8.csv
2003.7-2004.7,122,122,1.0,Flow_Node0-Node8,/home/pathey/Workspace/665/665-copy-project-7/Results/phase1_daisy_1000m_mcs1_2Mbps/Flow_Node0-Node8.csv
2004.7-2005.7,122,122,1.0,Flow_Node0-Node8,/home/pathey/Workspace/665/665-copy-project-7/Results/phase1_daisy_1000m_mcs1_2Mbps/Flow_Node0-Node8.csv
2005.7-2006.7,122,122,1.0,Flow_Node0-Node8,/home/pathey/Workspace/665/665-copy-project-7/Results/phase1_daisy_1000m_mcs1_2Mbps/Flow_Node0-Node8.csv
2006.7-2007.7,122,122,1.0,Flow_Node0-Node8,/home/pathey/Workspace/665/665-copy-project-7/Results/phase1_daisy_1000m_mcs1_2Mbps/Flow_Node0-Node8.csv
2007.7-2008.7,122,122,1.0,Flow_Node0-Node8,/home/pathey/Workspace/665/665-copy-project-7/Results/phase1_daisy_1000m_mcs1_2Mbps/Flow_Node0-Node8.csv
2008.7-2009.7,122,122,1.0,Flow_Node0-Node8,/home/pathey/Workspace/665/665-copy-project-7/Results/phase1_daisy_1000m_mcs1_2Mbps/Flow_Node0-Node8.csv
2009.7-2010.7,36,37,1.0277777777777777,Flow_Node0-Node8,/home/pathey/Workspace/665/665-copy-project-7/Results/phase1_daisy_1000m_mcs1_2Mbps/Flow_Node0-Node8.csv
