Node Name,CTS Retry,ACK Retry,# Receiver Drops,# Pkts Receiver Drops,# Sent ACKs,# Pkts ACK Sent For,# Retransmissions,# Pkts Retransmitted,# Receptions,# Pkts Received,# Forwards,# Pkts Forwarded,drop_expiry,drop_q_mngmnt,drop_retry,drop_overflow,drop_no_route
Node0,370,785,13,13,0,0,1155,1604,0,0,665,1047,63,0,110,0,0
Node1,190,579,436,685,989,1437,769,1091,989,1376,619,1059,14,0,83,0,0
Node2,192,451,310,489,855,1394,643,794,855,1300,375,1031,30,0,67,0,0
Node3,100,426,257,325,605,1281,526,686,605,1262,381,1024,24,0,58,0,0
Node4,131,302,230,346,595,1282,433,719,595,1240,410,1031,8,0,46,0,0
Node5,203,327,145,247,562,1259,530,789,562,1188,379,978,48,0,40,0,0
Node6,243,1394,234,289,548,1202,1637,1857,548,1158,177,523,397,0,105,0,0
Node7,206,1010,265,327,1604,1966,1216,1253,1604,1966,119,345,543,0,46,0,0
Node8,0,0,238,268,1175,1407,0,0,1175,1407,0,0,0,0,0,0,0
Node9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node10,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node11,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node12,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node13,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node14,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node15,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node16,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node17,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
